bathrooms,bedrooms,desc,living_rooms,postcode,price,property_type,town_city
3,3,Excel Property Services are delighted to offer for rental a bespoke interior designed three bedroom apartment set in this recently refurbished 1960’s purpose built block located to the south ...,1,NW8,"4,225",flat,London
3,3,"A recently refurbished 3 bed / 3bath flat (approx. 1,126 sq.ft. / 104.6 sq.m.) located on the 5th floor in this well maintained portered block between Swiss Cottage and St John's Wood. ...",1,NW8,"4,225",flat,London
3,3,A beautifully presented three bedroom (1111 Sq Ft) 4th floor apartment situated in this well maintained purpose built block with 24 hour porterage. The property has been refurbished to the ...,1,NW8,"4,225",flat,London
3,3,"Available now: A modern three-bedroom, three-bathroom flat situated on the fourth floor in this well maintained portered block between Swiss Cottage & St John's Wood. The apartment has been ...",1,NW8,"4,225",flat,London
3,3,"A luxurious three double bedroom apartment available on a furnished/unfurnished basis within a gated purpose built block in St John's Wood. The apartment which is on the first floor, ...",1,NW8,"4,225",flat,London
3,3,"Luxury three double bedroom, three bathroom apartment situated on the 5th floor of this popular purpose built block in St. John's Wood. The property has been furnished to a high standard & ...",1,NW8,"4,225",flat,London
3,3,"An extremely attractive, newly refurbished three bedroom flat situated in the heart of St Johns Wood. The property has been interior decorated to a very high standard and comprises 3 ...",1,NW8,"4,225",flat,London
2,3,"A beautifully finished three double bedroom apartment set within the ever popular Boydell Court, conveniently located within the heart of St John's Wood. The apartment which is situated on ...",1,NW8,"4,225",flat,London
3,3,Set moments from both St Johns Wood and Swiss Cottage Jubilee line is a stunning 3 double bedroom lateral apartment. Boydell Court is a secure gated block with 24 hour porter set back from a ...,1,NW8,"4,225",flat,London
3,3,"This 3 bedroom, 3 bathroom interior designed apartment is set on the fourth floor of a sought after complex with 24 hour concierge and parking set in landscaped communal gardens. The double ...",1,NW8,"4,225",property,London
3,3,Interior designed three bedroom apartment over the fifth floor of this newly developed development located on the border of St Johns Wood. This ultra modern apartment which has been ...,1,NW8,"4,225",flat,London
2,3,A beautifully presented three bedroom 1st floor apartment (1100 sq ft) situated in this well maintained purpose built block. The property has been recently refurbished and further benefits ...,1,NW8,"4,225",flat,London
1,3,A well presented three bedroom two bathroom apartment situated on the 1st floor of a secure gated development with 24 hour porterage conveniently located a short walk away from Swiss Cottage ...,2,NW8,"4,225",flat,London
2,3,A beautifully presented three bedroom (1111 Sq Ft) 1st floor apartment situated in this well maintained purpose built block with 24 hour porterage. The property has been refurbished to the ...,1,NW8,"4,225",flat,London
2,2,"Evernest Properties presents a stunning brand new interior designed, two bedroom, two bathroom apartment facing the courtyard set within this newly converted, warehouse style, gated ...",1,W6,"4,225",flat,London
3,3,"Property Description An immaculately refurbished three bedroom, three bathroom fourth floor purpose built flat in a private gated block. Newly refurbished throughout and new high quality wooden flooring fitted. The apartment benefits from 24 hour ...",1,NW8,"4,225",flat,London
2,3,"*Remote video viewings available* We are pleased to provide the opportunity to rent this first floor, luxuriously presented apartment located in Ravenscourt Park. This period apartment ...",1,W6,"4,225",flat,London
2,3,"A recently refurbished 3 bedroomed flat (approx. 1,100 sq.ft. / 102 sq.m.) on the 1st floor in this excellent gated complex on the St John's Wood/Swiss Cottage borders. The apartment is ...",1,NW8,"4,225",flat,London
3,3,"We are delighted to offer this three bedroom, three bathroom apartment.. This property has been interior designed with beautiful tiled flooring throughout & brand new bathrooms. This purpose ...",1,NW8,"4,225",flat,London
3,3,"A beautifully decorated three bedroom apartment, furnished to a high standard. The property offers natural light, space in abundance, wooden floors, high ceilings, a voluminous reception, ...",1,NW8,"4,225",flat,London
,3,"We are pleased to provide the opportunity to rent this first floor, luxuriously presented apartment located in Ravenscourt Park. This period apartment contains three bedrooms alongside two ...",,W6,"4,225",flat,London
,3,"Newly refurbished and furnished three double bedroom apartment located on the 6th floor of this popular portered block in St Johns Wood. Offering fully fitted kitchen, double glazed windows ...",,NW8,"4,225",flat,London
3,3,"A three bedroom newly refurbished apartment in this gated development offering 24 hour porters and off street parking. The apartment offers double glazed windows, air conditioning, fully ...",2,NW8,"4,225",flat,London
3,3,"This beautifully designed modern apartment is set over 1,000 sq. Ft finished with luxury furniture. Complete with a large open plan fully fitted kitchen and two large double bedrooms, this ...",1,NW8,"4,225",flat,London
3,3,"An immaculate and spacious three bedroom apartment perfectly positioned in the heart of one of London most desired locations of St Johns Wood The property contains three bedrooms, two with ...",1,NW8,"4,225",flat,London
2,2,"A stunning brand new interior designed, two bedroom, two bathroom second-floor apartment facing the courtyard set within this newly converted, warehouse style, gated development on the River ...",1,W6,"4,225",flat,London
3,3,"A three bedroom, three bathroom apartment set on the sixth floor of this gorgeous purpose built apartment block in the heart of St John's Wood. The property which is fully air conditioned and ...",1,NW8,"4,225",flat,London
3,3,"Finished to a very high standard, we present to you this fabulous and modern three bedroom, three bathroom apartment located in the beautiful St. John's Wood. Situated on the 4th floor of ...",1,NW8,"4,225",flat,London
2,3,(*March Offer* 25% off administration fees) A stunning and spacious (1100 sqft) lateral three bedroom apartment located in a secure gated development with 24 hour porter only moments away ...,1,NW8,"4,225",flat,London
3,3,"A spacious three bedroom, three bathroom apartment positioned in the convenient and highly sought after location of St Johns Wood. The property lays on the fourth floor and consists of three ...",1,NW8,"4,225",flat,London
3,3,Beautifully presented and spacious three bedroom apartment on the sixth floor of this purpose built block in St John's Wood and located in close proximity to Swiss Cottage. Boydell Court ...,1,NW8,"4,225",flat,London
3,3,"A three bedroom apartment in a popular development in St Johns Wood. Beautifully decorated 3 bedroom flat with an excellent kitchen and bathrooms and wooden floors, on the fifth floor of this ...",1,NW8,"4,225",flat,London
3,3,"Brand Newly Developed Three Double Bedroom House Available To Rent, Within This Sought After 24 Hr Portered Gated Development. Spanning 1,102 Sq Ft (102 Sq Meters) Benefiting from Three Fully ...",,NW8,"4,225",flat,London
3,3,"We are delighted to offer a spacious 3 bedroom 3 bathroom property on the second floor of this ever popular portered block in the heart of Swiss Cottage. This luxurious, furnished property ...",1,NW8,"4,225",flat,London
2,3,"A stunning 3 bedroom fifth floor apartment situated within the Boydell Court Development. Benefitting from a large reception/dining room, fully integrated kitchen, three double bedrooms, one ...",1,NW8,"4,225",flat,London
2,3,"A recently refurbished three bedroom apartment set on the first floor of this purpose built block, located moments from Swiss Cottage Tube Station and all local amenities.",1,NW8,"4,225",flat,London
3,3,"A beautifully presented three bedroom apartment set on the sixth floor of this purpose built portered block, conveniently for Swiss Cottage Tube Station and all local amenities.",1,NW8,"4,225",flat,London
3,3,"A well presented three bedroom flat set on the third floor of this portered block, conveniently located within a moments walk of Swiss Cottage Tube Station and all local amenities as well as ...",1,NW8,"4,225",flat,London
3,3,"A bespoke interior designed three bedroom apartment, set on the third floor of this gated purpose built block. The property benefits from a bright and spacious reception room, modern kitchen, ...",1,NW8,"4,225",flat,London
